id,ano,site,comentarios,rotulacao_manual,id_rotulador
23,2020-05-19,G1,manda solicitação la q eu aceito,0,G
23,2020-05-21,G1,talvez na família dele que subiu tag no tt procurando o menino?,0,M
18,2019,UOL,ORGULHO DO BOPE!!! PARABÉNS,1,M
22,2021-06-28,UOL,vcs estão mesmo dizendo que ele foi capturado e depois morto? isso é uma acusação grave hein,0,M
18,2019,UOL,"O Queiroz ja apareceu, mas a assessora Elisângela do PT, que desvio mais de 50 milhões, ninguém sabe. Talvez perguntassem para o Lula e ele saiba responder.",0,M
18,2019,UOL,Parabéns as forças de segurança do Rio de Janeiro é assim que responde a sociedade !,1,M
26,2021-05-06,Folha,quantos cidadões de bem morrem por dia vítima do tráfico ? alguma entidade lamenta ? parabéns polícia do rj bandido bom e bandido morto meus sentimentos a família do policial morto,1,M
23,2020-05-19,G1,é verdade isso ai eu era o traficante fugindo filho da puta,0,G
18,2019-08-20,Folha,"faca, coctel molotov, gasolina é doença e desvio de caráter defender bandido por isso o rio de janeiro virou o oriente médio",1,M
18,2019,UOL,"Aberta inscrição para sequestrador, algum petista se candidata?",0,M
25,2020-06-03,UOL,piada e de muito mau gosto,0,M
20,2019,UOL,Que pais é esse?? Onde o bandido é isento de seus crimes e a culpa é do governo que os combatem?? Witzel foi eleito exatamente por não dar flores a bandidos,-1,M
23,2020-05-19,G1,"tráfico não é justificativa pra matar um mlk de 14 anos em casa ele é só um garoto e foi assassinado e por incrível que pareça todo mês rola uma notícia dessas, então, a falha está na polícia e na falta de preparo deles",-1,M
23,2020-05-20,G1,"mas foi o bandido q disparou em direção aos policiais e jogou uma fucking granada neles n to defendendo os policiais, fizeram errada mas tb n da pra passar pano pra bandido q usa pessoas como escudo",1,G
23,2020-05-19,G1,porque todos morrem? vocês sabem a pergunta!!!,-1,C
24,2020-07-01,G1,"mais uma bala que encontrou uma criança, tudo segue normal no rj até quando isso?",0,G
18,2019,UOL,Triste em todo os aspectos...porem necessário!!!.,1,M
26,2021-05-06,G1,"um dos que morreram era policial , deixou uma esposa grávida",0,M
25,2021-03-29,Folha,"ué, como assim não fuzilam outras pessoas? mente que nem sente",0,M
18,2019,UOL,"Parabens a policia do Rio de Janeiro em salvar 37 vidas, Só esperando o pessoal do direitos dos manos começar a reclamar.",1,M
24,2020-07-01,G1,"quando eu falo que o rio de janeiro acabou é isso! 4 exgovernadores criminosos, superfaturamento numa crise sanitária, tráfico, milícia causando degradação do meio ambiente e inclusive a mãe de uma amiga que está sendo extorquida pela milícia",-1,C
20,2019,UOL,"não é bem assim. os homicídios reduziram 22% esse ano, então está surtindo um efeito significativo. é claro que matar traficante não é a solução inteira, mas é parte dela. porque vc acha que na china, que também é gigante e tem desigualdade não tem traficante armado? pois lá ele vai morrer com certeza. então é isso que precisa ficar claro para quem optar pela vida do crime...vc não vai chegar aos 25, vai morrer antes. é claro que precisa de escola, emprego, estrutura, educação, etc...mas reprimir com toda a energia essas quadrilhas, isso é fundamental. polícia frouxa não consegue resolver nada. se alguém invadir a sua casa ou agredir a sua filha, vc vai tentar dialogar ou vai partir pra cima? infelzmente, nessa situação de caos a violência policial é necessária.",1,M
24,2020-07-05,Folha,fachinnn deve isso para as famílias,1,C
20,2019,UOL,Auschwitzel faz mais uma vitima..dessa vez uma criança. E tem gente com estomago pra vir aqui justificar isso. Queria ver se fosse sua filha!,-1,M
20,2019-09-21,Folha,não me lembro de vc ficar fazendo essa contagem nos governos passadosnenhuma criança morria? nenhuma era usada pelo tráfico? todas estavam nas escolas? é ridículo esse viés esquerdista da dita jornalista,1,G
26,2021-05-07,Folha,não fala coisa com coisa,0,C
22,2021-06-28,UOL,que o capeta o receba de braços abertos #lazaromorto,1,C
25,2019-04-09,G1,"a função do exército é combater os inimigos do estado a função da polícia é assegurar o cumprimento da lei quando se misturam os dois, é óbvio que não vai dar certo",-1,C
24,2020-07-01,G1,cade o psol anistia internacional ou e so mais um numero,0,M
22,2021-06-28,UOL,o lázaro barbosa foi preso e o lula tá solto eviva o lula,0,C
20,2019,UOL,"Melhor comentário. Agora, tenta explicar isso para a elite PSOLISTA.",1,M
21,2021-11-06,G1,isso acontece desde os tempos de cabral ate os dias atuais e vai continuar acontecendo enquanto o povo continuar aceitando,-1,G
18,2019,UOL,"Cara, troque esse repertório.",0,M
18,2019,Folha,"Se a arma era de brinquedo e o sequestrador foi fuzilado, então faltou ação de inteligência por parte da polícia em primeiro entender o que estava acontecendo para depois atirar.",-1,M
26,2021-05-06,G1,mas essa noticia é real,0,M
18,2019-08-20,G1,nem sai de casa,0,M
18,2019,UOL,"Realmente tudo quem fez foi o Lula, e o anjinho e resultado do pt no governo.",0,M
20,2019,UOL,E quem garante que não foram os traficantes que atiraram na criança justamente pra culpar a polícia?,1,M
18,2019,UOL,"Rio de Janeiro está mergulhando num poço sem fundo... tudo muito triste. Mas dessa vez a PM agiu corretamente. Se tivesse feito o mesmo no sequestro do ônibus 174, em 2000, aquela pobre moça inocente estaria viva.",1,M
25,2019-04-08,G1,"&gt&lt&gt essa é uma cagada homérica a versão militar, como no caso do rio centro, vai prevalecer nos arquivos militares, mas a verdade não será apagada pena que nossa mídia não vale nada além desde registro, daqui uma semana terá esquecido o caso daí",0,C
18,2019,UOL,A gasolina era água benta da igreja dos pixulecos dos últimos dias,0,M
20,2019,UOL,"A culpa é da proibição e encarar isto como uma guerra, a culpa , eu compro maconha em bocas, gostaria muito de ir em uma loja especializada comprar e e ver aquilo gerando empregos, ou quem sabe eu poderia plantar... mas não o estado tem que se meter na minha vida e proibir, o que não funciona... A culpa não é de quem compra e sim de quem faz regras assim apenas para lucrar em cima e estes não se preocupam com ninguém, nem com o trafico, nem com usuários, nem com as vitimas, nem como os policiais... então não venha dizer que a culpa é de quem compra, por que não é.",0,M
23,2020-05-20,G1,"a maioria dos bandidos são negros? ou será que só os negros são encarcerados no brasil? quantos dos bandidos de colarinho branco, que são brancos, estão presos ou estão nesta tua conta mal feita sobre a maioria dos bandidos?",0,G
26,2021-05-07,Folha,bandido bom é bandido que dá informação do chefão,0,M
21,2021-11-06,UOL,"continua errando, que nem sua constatação de merda",0,G
18,2019,UOL,"Segundo o DATACHACOTA, a gasolina que o sequestrador usaria para queimar o ônibus e os sequestrados, na verdade era suco de Kiwi... Com 5% de acidez para mais ou para menos.",0,M
20,2019,UOL,Infelizmente com essa politica de ARMAMENTO da populaçao isso vai piorar. Mas nao adianta discutir. Teriamos de ter cobrado um governo q ussasse mais inteligencia e tirasse os jovens do mundo do crime e Nao arma los pra depois Mata los.,-1,M
18,2019,UOL,Com ctz Lula vai ficar preso e Bolsonaro vai estar fora em 2023...,0,M
22,2021-06-28,G1,e sua comparação foi escrota ratifica a insipiência,0,G
25,2019-04-08,G1,passa pano pra polícia que mata,-1,M
25,2019-04-08,Folha,abordagem? com licença vou te dar 80 tiros!,-1,C
21,2021-11-07,Folha,"vencedor de sanduíche sabe que é o trabalho dele, e que ele tem que fazer da melhor maneira, caso contrário será mandando embora coisa que raramente acontece na polícia",-1,G
21,2021-11-06,G1,a cada dia que passa eu tô pegando mais nojo dessas corporações infelizmente a gente se sente mais seguros com os bandidos do que com policiais,-1,M
21,2021-11-06,UOL,"isso, ia ser um criançatralhadora os caras querem justificar o injustificável",-1,G
22,2021-06-28,G1,agora serão contratados outros assassinos de aluguel tem fazendeiro envolvido nisso?,0,M
23,2020-05-19,G1,"mais um pra lista dos ""acidentes"" revoltante e triste demais meus sentimentos a família",-1,M
20,2019,UOL,"Deus! Ó Deus! Onde estás que não respondes? Em que mundo, em qu'estrela tu t'escondes Embuçado nos céus? Há dois mil anos te mandei meu grito Que embalde…",-1,M
18,2019,UOL,"Em 2009, um atirador de elite abateu com sucesso um sequestrador no mesmo rio de janeiro de hoje. Detalhe: era no governo do LULA, com Sérgio Cabral como governador. Então não venha me dizer que o governador é o salvador da pátria.",0,M
25,2019-05-23,UOL,"se o brasil necessita de heróis, não é preciso ir muito longe para encontrar um deles joão cândido felisberto (18801969 foi o principal líder da revolta da chibata, ocorrida no rio de janeiro em 1910, que acabou com os castigos corporais na marinha de guerra",-1,G
21,2021-11-08,G1,"prá isso que servir dovido que lá no morumbi dos ricos o aparato policial é repressão nas periferias,afavor da burguesia",-1,C
18,2019,UOL,Grande dia ! Vamos em frente,1,M
20,2019,UOL,Um erro não justifica o outro.,0,M
20,2019,UOL,uma vida de criança não vivida não existe dinheiro no mundo que pague. Defender pessoas que atiram a esmo matando menininhas e menininhos do Brasil arrebenta com o coração de quem não é indiferente e no Brasil há milhões que não ligam a mínima pelas matanças.,-1,M
20,2019-09-22,UOL,"isso deveria ser mencionado também! já que prega um discurso de defesa da criança, mas é um poço de hipocrisia, busca apenas atacar minorias com uma pregação pseudoreligiosa em um estado que deveria ser laico causame asco!",0,G
24,2020-07-01,G1,vai toma no cuuuuu,0,M
23,2020-05-20,G1,executado ou assasinado seria mais apropriado,-1,G
24,2020-07-03,G1,"e aí, tudo bem? somos o projeto soldado imperial, buscando mostrar ao povo brasileiro o melhor sistema de governo para o país nossa equipe viu que você tem dúvidas de como seria o brasil voltasse a ser uma monarquia, gostaria de falar sobre o assunto?",0,G
20,2019-09-21,Folha,kkkkkkkkkkkkk discurso dentro da cartilha parabéns,0,M
25,2019-04-16,G1,"meu deus como uma pessoa pode falar tanta mentira , tanta merda, tanta calúnia! vc deve ser retardada ou débil mental né! acho que um dos motivos da derrota de haddad é ter vc como vice! o mulherzinha burra !",0,C
18,2019-08-20,G1,o brasil tá mudando,1,M
18,2019,UOL,Parabéns pelo excelente resultado. É assim que se resolve. Atirador de elite posicionado esperando o momento certo. E todos os refens libertados ilesos. Quem sabe agora os proximos pensem duas vezes antes de fazer o mesmo... vão acabar num saco preto.,1,M
26,2021-05-06,G1,"""uma moradora contou que um mototaxista foi baleado ao seu lado “moto táxi tomou um tiro do meu lado ali na 15, e só tive um corte na orelha por causa do estilhaço, grande é a obra de deus na minha vida” é melhor melhorar esse número?",0,M
18,2019,UOL,"não só globo record, sbt, band e todas",0,M
21,2021-11-07,Folha,"não sei oque aconteceu, vi o vídeo, achei um exagero",-1,G
22,2021-06-28,UOL,"a polícia não ia deixar ele escapar ileso , antes ele do que mais um inocente",1,M
20,2019-09-21,Folha,"assim como mortes de pais de família, famílias inteiras, crianças e jovens mortos pelo tráfico mas, isso é outra história não sra ?",0,G
18,2019-08-20,G1,aí gente que tristeza,0,G
18,2019,UOL,"À imprensa parece não despertar a menor curiosidade, a menor vontade de investigar quem foi que mandou o Adélio matar o Presidente e quem paga seus advogados. Pensam que, escondendo esse assunto, nos farão esquecê-lo - estão enganados de novo!",0,M
23,2020-05-19,G1,“morre durante operação”? ele foi assasinado caralho!!!!! mano puta que pariu!!!!,-1,M
20,2019,Folha,"O que para você parece temerário, esta claro para mim.",0,M
18,2019,UOL,Abaixo o bandidolatrismo!!!! Viva a polícia!!!,1,M
22,2021-06-28,G1,mais uma baixa no exército da esquerda,1,G
24,2020-07-01,G1,a história se encarregou de colocar cada um em seu lugar darcy ribeiro é um dos maiores educadores do brasil moreira fraco definam vcs,0,C
23,2020-05-19,Folha,"na nossa sociedade o negro já está condenado a ser bandido sor por causa da cor se morar na favela, a polícia atira primeiro pra depois perguntar no final das contas a polícia vai dizer que o tiro saiu da arma dos bandidos e o crime ficará impune",-1,G
18,2019,UOL,"CONCORDO, OS LULINHAS ESTÃO AI, LIVRES",0,M
26,2021-05-07,Folha,kkkk chacina não e sim faxina kkk,0,M
25,2019-04-08,G1,muito chocada com esse caso,0,M
18,2019,UOL,Dá-lhe governador!!!,1,M
20,2019-09-21,Folha,recebeu a resposta que merecia,0,M
25,2019-04-08,Folha,a carne mais barata do mercado é a carne negra!,-1,M
18,2019,UOL,"segundo um especialista da GLOBO, da FOLHA e do UOL, a ação foi premeditada e extremamente violenta por parte da policia militar...",0,M
23,2020-05-19,G1,mas se a pm olha torto ja da ataque de pelanca e chama eles de comunistas chacota,0,M
23,2020-05-19,G1,assassinado* g1,-1,C
22,2021-06-28,G1,"até q enfim! agora o cara será idolatrado pela esquerda, vai vendo…",1,C
25,2019-04-08,Folha,"""a carne mais barata do mercado é a carne negra"" a limpeza racial sendo posta em pratica",-1,G
23,2020-05-20,G1,falo comunistinha já sei q tem pinto pequeno,0,C
20,2019,UOL,"Segundo a PM do Rio a menininha ""deve ser traficante"", no mínimo. É a desculpa esfarrapada de sempre.",-1,M
24,2020-07-01,Folha,"roger, vc é phoda! dependendo do ângulo, a informação muda completamente valeu, cara!",0,G
18,2019,UOL,"Nas próximas eleições o atirador vai ser eleito vereador pelo PSL, certeza. O Rio de Janeiro é a cidade do medo e da raiva, já há algumas décadas. Comemorar mortes é algo estranho, no mínimo.",-1,M
25,2019-05-23,UOL,"e o próximo pode ser você ou sua mãe, seu irmão",-1,M
18,2019,UOL,"Maravilhoso, parabéns aos policiais, continuem sempre assim, as vítimas sempre terão que ser poupadas. Parabéns aos familiares, que tiveram seus queridos de volta, preservados e salvos.",1,M
20,2019-09-21,Folha,"e se agatha, morta ontem pelo estado, fosse uma menina loira do leblon? menina de oito anos morre baleada no rio de janeiro",0,M
18,2019,UOL,ENQUANTO ISSO MILHÕES MORREM NAS FILAS DOS HOSPITAIS POR CORRUPÇÃO E FLORESTAS ESTÃO SENDO DEVASTADAS. NÃO COMEMORO A MORTE DE POBRE!,-1,M
23,2020-05-19,G1,foi assassinado*,-1,C
18,2019,UOL,Sabem me dizer se o Queiroz estava no busão?,0,M
18,2019,UOL,-1. Quero ver se vai aparecer um outro sequestrador aloprado. Muito boa a mensagem enviada aos criminosos. Witzel para President!!!!,1,M
26,2021-05-07,Folha,parabens policia,1,C
23,2020-05-19,UOL,"como a pf do rio está queimada devido o escândalo com o flávio, inventaram essa operação pra fazer de conta q trabalham mas realizar coisas as pressas para criar cortina de fumaça da bo",-1,M
18,2019-08-20,UOL,a besta do sbt está fazendo sucesso no meio dos asnos,0,M
18,2019,UOL,"Não, mas parece que o André Ceciliano passou lá pra lembrar a esquerda que ele movimentou 50 vezes mais dinheiro e você se esqueceu dele de propósito.",0,M
23,2020-05-19,G1,como tem gente que ainda defende policia nesse país????,-1,G
23,2020-05-20,G1,pouco que tem ent nn vem fala que sabe oque rola dentro da favela pq daqui que saem os melhores talentos msm tendo que correr o dobro mais pra pessoas como vc nao passamos de estatísticas mais isso a vida te ensina criança,0,C
25,2019-04-09,Folha,olha meu amigo o pt seria pior vai por mim msm o bolsonaro n sendo um dos melhores presidentes ainda prefiro ele do q o povo ladrão do pt,0,M
22,2021-06-28,G1,fico com cólicas toda vez q leio serial killer,0,M
18,2019-08-21,UOL,"o que o nordeste tem a ver com isso, parceiro? ",0,M
20,2019,UOL,"Já está na hora desse assassino de crianças, provar do próprio veneno.",-1,M
20,2019,UOL,Mas quem vai matando são os bandidos. Só ano passado foram 70 mil brasileiros inocentes mortos. Vem pra realidade.,-1,M
23,2020-05-19,G1,mlk n justifica,-1,G
18,2019,UOL,Manuella dAvila cadê?,0,M
22,2021-06-29,G1,grobo sendo grobo,0,G
18,2019-08-20,G1,n da pra acreditar,0,M
18,2019,UOL,"Defende então a morte do Lula, certo?",0,M
18,2019,UOL,Mandou BEM PM. Esse deve ser devidamente CONDECORADO como HERÓI. Parabéns!,1,M
18,2019,UOL,"Gostaria que o pessoal parasse de usar a frase ""o bem coletivo está acima dos indivíduos"". Essa frase/ideia foi usado pelas piores ditaduras da história em todos os tempos, e sempre é usada por quem não se preocupa nem com o coletivo, nem com os indivíduos que o compõem.",0,M
22,2021-06-28,G1,pelo menos acaba hoje às despesas com esse estuprador assassino! parabéns a que não permitiu mais 20 anos de despesas pagas por nós para sustentar criminoso,1,C
22,2021-06-28,G1,"porque serial killer? a polícia assassino a um suspeito, isso e crimen",-1,G
22,2021-06-28,G1,"#lmpeachmentecadeiaparabolsonaro e o serial killer do brasil, quiçá da américa latina, jair bolsonaro, será preso quando? lázaro barbosa, o 'serial killer do df', foi capturado, diz governador de goiás",0,M
25,2021-06-18,UOL,*mais de 200 disparos,-1,G
18,2019,UOL,"NÃO SEI COMO ""OS DIREITOS HUMANOS"" AINDA NÃO VIERAM PROTESTAR CONTRA A MORTE DO ""INOCENTE"" E INCOMPREENDIDO SEQUESTRADOR. AFINAL O ""COITADINHO"" NÃO TINHA MATADO NINGUÉM.",0,M
18,2019,UOL,"Bom, pelo menos ele deu uma resposta sensata e sóbrio, algo que não ocorria num outro governo que todos conhecemos bem. Outro detalhe, o presidente não tem que saber tudo, por isso tem os ministros, aliás, várias vezes o presidiário deu entrevistas com dados e números mentirosos, coisa que ele mesmo admitiu em vídeo gravados pelo próprio partido. Então, segura a onda, pois o Lula está preso e não voltará nunca mais.",0,M
23,2020-05-19,G1,"lógico que há policiais corruptos, em toda instituição tem infelizmente enquanto pensamentos como esses continuarem sendo empregados, outros como ele serão vitimados não tem que ficar resmungando porque um ou outro tem mais condições, tem que ""colocar a mão na massa""e mudar",-1,M
21,2021-11-19,G1,"não, o companheiro dela estava ""delegado de polícia que ratificou a prisão em flagrante do suspeito por porte ilegal de arma de fogo""",0,M
18,2019,UOL,Não viu??...então não leu os comentários na época.,0,M
20,2019-09-22,Folha,"um criança morrer dessa forma abala todos em qualquer parte do mundo mas não sejamos hipócritas! essa querra no rio não começou ontem e também não esqueçam que no brasil se mata mais de 70000 pessoas ano por homicídio estamos em guerra, é impossível não haver o enfrentamento!",1,M
18,2019,UOL,"não vou dar parabéns à polícia, pois fez o q é sua obrigação... agora liberem essa ponte logo... os trabalhadores precisam passar...",0,M
18,2019,UOL,"Parabéns a policia do RJ. Vários reféns salvos. Agora o PSOL vai se apegar que a arma era de brinquedo, mas e a gasolina? Era batizada e não iria pegar fogo? A função da policia é proteger os inocentes, se o cara não queria confronto que ficasse em casa em vez de mudar a vida de milhares de pessoas em plena terça-feira. Parabéns a todos envolvidos nesse resgate.",1,M
22,2021-06-28,G1,você realmente leu o artigo da karina? claro que não ou não é capaz de compreender ela justifica exatamente o que você não é capaz de entender,0,M
23,2020-05-19,G1,correção ele foi assassinado pela polícia do rio de janeiro,0,M
23,2020-05-19,G1,meu problema é tempo mas de boa é verdadeiramente vou procurar ouvir sim,0,G
23,2020-05-19,G1,o menino estava atirando também?,-1,G
18,2019,UOL,"Parabens para a Policia do Rio. A esquerda fica trsite, pois é um voto a menos para o PT.",1,M
24,2020-07-02,G1,enche o toba de maconha e não lê mas ai o militante tem que dar show!!!,1,C
25,2019-04-08,G1,"rj c/witzel ""acerta na cabecinha"" já dizia na campanha vergonha d humano! tempos tenebrosos poderíamos chamar séc inumano! #forabolonaro #lulalivredomingosdv #lavajateirosnacadeia homem morre após ser baleado em ação do exército na z oeste do rj | g1",-1,M
23,2020-05-19,G1,"quando não se tem argumento , se xinga tadinho",0,M
18,2019,Folha,"E ""SE"" eu ganhasse na mega-sena ? Ah, tenha dó !",0,M
21,2021-11-06,Folha,"cidadã, você é uma pessoa muito perdida na tua linha de raciocínio creio que nem você mesma entende onde quer chegar com o que fala",0,M
20,2019-09-21,G1,"jornalista agora faz exame de balística?! cê tá serto  idiota não sabe a real do rj, e quer dar de sabichão mamãe, sou imbecil ",0,M
22,2021-06-28,G1,hugo troca a manchete aí,0,G
25,2019-05-23,UOL,"""por 11 votos a 3, os ministros do stm decidiram na tarde de hoje conceder liberdade aos nove militares envolvidos na ação que resultou na morte do músico evaldo rosa dos santos, cujo carro foi alvejado com 83 tiros no dia 7 de abril""",0,G
25,2019-04-08,Folha,pergunta o exército não era para estar nos quartéis? a intervenção militar não foi até dezembro,0,M
18,2019,UOL,"Pelo menos o UOL começou a chamar de sequestrador e bandido e não de suspeito, até o jornalismo começa a dar ares de seriedade nos novos tempos.",0,M
18,2019,UOL,"Atitude irresponsável da polícia. E se tivesse matado um refém, caso a arma fosse de verdade e o criminoso estivesse nervoso? Falar agora é muito fácil. Polícia no Brasil não tem nenhuma inteligência e age como bandida.",-1,M
24,2020-07-01,Folha,pena que a lei das fake news não servem pra esses jornalecos,0,M
18,2019,UOL,Todos lamentamos a morte de uma pessoa..mas a polícia agiu de maneira correta...o sequestrador colocava em risco a vida de mais de vinte pessoas...eu só espero que agora os militantes de esquerda não venham criticar os militares.....nem o governador nem o presidente Bolsonaro pela declaração que fez sobre a morte do sequestrador..,1,M
24,2020-07-01,G1,"o fdp eu falei isso ?? vai tomar no seu cu crlh, eu falei que as operações não pararam e em relação ao "" eu sou o batman "" eu quis dizer que não pode acreditar em tudo que vê ou escuta o mongolóide",0,C
21,2021-11-06,Folha,isso não justifica por em risco a integridade física e a vida de uma criança balança estranha essa,-1,C
22,2021-06-28,G1,pelo jeito não!,0,M
18,2019,UOL,Pergunte aos reféns.,0,M
26,2021-05-07,Folha,o mundo além do #brasil está como,0,M
21,2021-11-06,UOL,"a mulher estava usando a criança como escudo humano, foi presa junto ao homem que estava com ela por porte ilegal de arma de fogo e munições, ela apanhou foi pouco parabéns a polícia militar de minas gerais",1,M
23,2020-05-19,G1,esse daqui tbm n foi na favela quer mais?! vou pegar a noticia das drogas no avião presidencial que eu acho que vc n viu ainda,0,M
22,2021-06-28,G1,"importa se teve confronto, os policiais tinham que revidar mesmo mas se foi execução, foi queima de arquivo nunca saberemos se ele tinha cúmplices ou mandante",-1,C
26,2021-05-07,Folha,"lembrando que a maior letalidade é aquela que o crime organizado realiza todos os dias nas favelas brasil a fora tem que ser apurado se alguma vida inocente foi atingida, se não vida que segue, em um confronto entre a polícia e o crime organizado o resultado não vai ser bom",-1,M
18,2019-08-20,G1,bandido bandido bandido bandido bandido globolixo parem de defender bandidos,1,G
18,2019,UOL,"Essa é nova, sequestrador agora é, tomador de reféns!!!",0,M
18,2019,Folha,"Os religiosos que me transformaram em ateu. Não estou aqui querendo dar uma de moralista, longe disso.. Mas na minha opinião, bandido bom é bandido recuperado. Brasil é uma máquina de delinquentes e transgressores de lei.",-1,M
18,2019,UOL,"Ok, mas responde o que achou sobre o assunto acima.",0,M
23,2020-05-19,G1,e verdade não vamos culpar a polícia que apertou o gatilho quando apareceu o primeiro preto na frente dela,0,M
18,2019,UOL,"Aprovado a PENA DE MORTE SEM JULGAMENTO!! E o sujeito estava com uma ""pistola"" de brinquedo!",-1,M
18,2019,UOL,Os lacradores esqueceram que ele amarrou os passageiros e estava com gasolina para matá-los queimados! Querem justificar o injustificável! Parabéns à polícia!,1,M
20,2019-09-21,G1,"nesta sexta, agata felix, uma menina de 8 anos morreu ao ser atingida pelas costas dentro de uma van no complexo do alemão durante uma operação da pm",0,G
22,2021-06-28,G1,pesquisa de novo o significado da palavra 'confronto',0,G
22,2021-06-28,G1,cpf cancelado com sucesso parabéns a força tarefa que esse assassino apodreça no inferno lázaro barbosa morre após ser preso em goiás,1,G
22,2021-06-28,G1,"tipo quando era ele, armado contra pessoas indefesas",0,M
21,2021-11-06,Folha,na biqueira chega $uave,0,M
20,2019,UOL,"Pelo que eu li da matéria só ficou claro que a menina morreu, o que é uma tragédia em si. Mas não ficou comprovado, por meio de testemunha ou perícia, que o tiro que atingiu a menina foi realizado por uma arma de policial. Então se não há determinação da autoria nesse caso, não vejo razão para responsabilizar o governador. Se o tiro partiu do policial, a responsabilidade aí sim seria do Witzel. Mas se o tiro partiu de um traficante, a culpa pela morte da menina é do traficante, o autor do disparo. Para mim está muito clara essa situação. E quando morre um policial, um cidadão qualquer num assalto? Aí pode? Estão querendo explorar essa tragédia igual ao caso Marielle. Morrem 65.000 pessoas por ano no Brasil, mas está caindo 22%. Então o governo está indo da direção correta. Ainda morre muita gente, mas está morrendo menos que antes. Casos assim vão ocorrer sempre que bandido tiver acesso a fuzil e sensação de impunidade.",0,M
24,2020-07-01,G1,"rio de janeiro, terra de ninguém",0,G
25,2019-05-23,UOL,"carta branca, podem matar e se for negros de boa carne barata, brasil acima de tudo",-1,G
20,2019-09-22,Folha,"esse tipo de polícia, é realmente desnecessária a população está melhor com os traficantes",-1,G
25,2019-04-08,G1,e então isso é considerado legítima defesa? o que diz o chefe homem morre após ser baleado em ação do exército na zona oeste do rio | rio de janeiro | g1,-1,C
25,2019-04-08,G1,normal ate onde os bandidos fazer da comunidade um lugar de terror onde a lei são eles quem dita quem vive é quem morre chame o batman,1,C
22,2021-06-28,G1,"acho que não, né? pq o fazendeiro e o caseiro foram presos antes de opinar da busca nas reportagens pelo amor",0,G
18,2019,UOL,Parabéns aos policiais pelo excelente trabalho,1,M
21,2021-11-06,UOL,"vi a bolsa, não vi arma",-1,M
22,2021-06-28,G1,rt lázaro morre após ser preso em goiás,0,M
20,2019,Folha,"""A receita do bolo é assim: Junte um Bhozho na capital federal. Adicione como governador um Witzel. Bata junto com Crivella e unte com bastante ódio. No final asse no Bolsonarismo. Pronto: O Evangelistão está pronto."" Meus sentimentos a família da garota, o mau está encrustado neste triste país.",0,M
24,2020-07-01,G1,"e eu tava falando do caso de joão pedro, retardado, quer entrar na conversa sem nem saber do q tava falando e mudar totalmente o assunto",0,M
21,2021-11-06,Folha,"rapaz, você acha que as policiais femininas não tem modo de operação igual? kkkkkkkkkkkkkk",-1,G
24,2020-07-01,G1,"""um presidente pensa nas próximas eleições, um rei pensa na próxima geração"" essa frase diz tudo (nunca fui atrás de saber que é o autor",0,M
18,2019-08-20,UOL,"parabéns aos policias ! honraram a farda e protegeram a população, merecem todos os elogios",1,G
23,2020-05-19,G1,sabe o significado da palavra militar?? sabe o que é hierarquia?? sabe que a instituição segue ordens de um cara que tá sentadinho atrás de uma mesa no ar condicionado??,0,C
20,2019-09-21,UOL,a polícia vai falar que era bandida também?,-1,G
23,2020-05-19,G1,ele foi executado pelo estado melhorem,-1,C
26,2021-05-07,Folha,"letal pra vagabundos graças a deus, é pra isso que a polícia serve engraçado não ver uma palavra tua de policiais humilhando trabalhadores nessa pandemia, oooo jornalixos!!!!!!",1,C
23,2020-05-19,G1,"pqp ,você acha que policial vai ficar caçando familiar em uma situação assim ? primeiro socorre até pq ele deveria está em casa principalmente nesse momento que vivemos !",1,M
23,2020-05-19,G1,corrigindo menino de 14 anos é assasinado pela polícia durante operação,-1,M
24,2020-07-01,G1,??? vc tá passando bem?,0,G
26,2021-05-06,Folha,"parabéns, 10 meses de investigação apreensões 16 pistolas 6 fuzis 1 sub metralhadora 12 granadas escopeta munição antiaérea ativa",1,M
18,2019-08-20,UOL,"""logo, logo, a globo faz um documentário sobre ""a vida sofrida do sequestrador"", transformandoo em vítima, e listando inúmeras razões para o que ele fez, finalizando com psicólogos ""especialistas"" em comportamento, que dirão como uma infância",1,G
21,2021-11-06,G1,"""durante a abordagem foram apreendidas quatro munições calibre 32 com o homem para impedir a apreensão da arma de fogo que estava consigo, a mulher se agarrou a uma criança, usandoa como escudo humano e se recusando a largála""",1,C
18,2019,Folha,Nem pensam nos sequestrados que poderiam os que vocês mais amam. Infelizmente se ama mais o assassino da mãe do que a mãe. Triste.,-1,M
18,2019-08-20,G1,excelente informar se tem e onde esta o atirador assim o bandido fica sabendo em primeira mão,0,M
18,2019-08-20,G1,"homem não, bandido,sequestrador,assassino!",1,G
22,2021-06-28,G1,confrontosei!!!!!!,0,C
24,2020-07-01,G1,vamos arrumar a população que isso só vai aumentar,0,M
24,2020-07-01,G1,eu pensei que era uma matéria sobre um menino youtuber ( com todo respeito,0,G
25,2019-04-08,G1,"foram 80 tiros, não você não leu errado oitenta tiros oitenta tiros que mataram um civil negro desarmado, um pai de família que estava indo a um chá de bebê, ""ele ser negro foi apenas uma coincidência"", você realmente acredita nisso?",-1,G
18,2019,UOL,Parabens a policia eao Governador witzel,1,M
